id,nick,comment,refer_nick,refer,time,star
1426883824,柴柴呀呀呀呀呀呀,加油！,1-Rhino,明天也是继续向浙工奋进的一天 再坚持一下 晚安,2020/04/30 11:08:02,07:29,0
1426883824,-封闭货车___,🌚,,,2020/04/30 11:08:02,06:37,2
1426883824,-封闭货车___,,,,2020/04/30 11:08:03,06:36,0
1426883824,-封闭货车___,,,,2020/04/30 11:08:03,06:36,0
1426883824,千玺是我的宝贝,不知道千玺会不会来这里看到大家的留言呢？,,,2020/04/30 11:08:03,03:31,2
1426883824,迷薛之谦,说奶奶的手帕有给你的糖🍬,,,2020/04/30 11:08:04,03:03,0
1426883824,我去叫醒pcl,多学一分钟 老公会不同 冲就对了,_4XXXX_易十二,安静的夜里，听到你的歌莫名地哭了，可能是因为高三压力大的原因吧，又可能是因为别的原因吧。千玺，我一定会努力去见你的，但是我又很矛盾，因为我明明是一个没有自制力又懒惰的人啊……我该怎么办，我是一个艺术生，但是艺考成绩又不好……晚安❤️千玺愿你永远被世界温柔对待！,2020/04/30 11:08:04,02:50,0
1426883824,我去叫醒pcl,加油加油！一定要加油！我也在一点点努力啊我虽然成效不大，不用放弃哦，别自我怀疑了我在北京等你,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:05,02:48,0
1426883824,TZDTZS,晚安,,,2020/04/30 11:08:05,01:43,0
1426883824,是一个可爱小吕,晚安[多多可怜]🌙,,,2020/04/30 11:08:05,01:19,0
1426883824,dollyana,本来以为自己喜欢的是低沉有磁性的声音，直到遇到了干净温柔的声音，才发现我不是,,,2020/04/30 11:08:06,01:18,0
1426883824,小two爱西瓜,我妹今年也要高考啦，希望姐姐的小尾巴❤️❤️❤️每天都开心，快乐！！！,,,2020/04/30 11:08:07,01:17,0
1426883824,小two爱西瓜,加油！,魂牵梦萦凤飞飞,"12点睡，5点起。
做完早餐，清理房间
6点开始背古诗文，背单词
每天争分夺秒，去复习，去刷题，去听网课，把速度调到2.0倍。
不愿浪费一分一秒。
认识了易烊千玺，认识到了一男性身上应具有的劲如刚，感性似水，温柔似棉。
高中颓废两年了，高考还有80天，博起。加油2020考生。",2020/04/30 11:08:08,01:15,0
1426883824,小two爱西瓜,拼全力，不留遗憾，加油～,辜负无感,距离高考还有95天，以前我真的是玩物丧志，看小说，刷视频，玩游，戏，成绩下降，作业不交，好朋友对我都失望了，妈妈也对我失望，我现在只希望不管以前怎么样，我还有95天，一定要拼尽全力啊，我真的不想以后有后悔和遗憾。加油啊，哪怕你不被别人看好，别辜负了自己，加油加油加油，,2020/04/30 11:08:08,01:14,0
1426883824,小two爱西瓜,老师很喜欢学生问问题的，大胆一些，老师没有那么可怕！把自己不会的弄清楚，争取每天都有进步吖～,小太阳_yyqx,最近学习上遇到了很大的困难，物理，化学这两门课，真的有太多不会的了老师讲题目我总是有很多不会的想问老师但是老师之前都讲过我没有说我不会现在都不敢问老师题目了。我现在的成绩真的跟初中成绩差距太大了，我快崩了，以前的坏习惯老是 改不掉为什么就改不了那些老师一吼就害怕的不敢动老是害羞呢,2020/04/30 11:08:08,01:13,0
1426883824,小two爱西瓜,加油吖～,魂牵梦萦凤飞飞,"12点睡，5点起。
做完早餐，清理房间
6点开始背古诗文，背单词
每天争分夺秒，去复习，去刷题，去听网课，把速度调到2.0倍。
不愿浪费一分一秒。
认识了易烊千玺，认识到了一男性身上应具有的劲如刚，感性似水，温柔似棉。
高中颓废两年了，高考还有80天，博起。加油2020考生。",2020/04/30 11:08:09,01:11,0
1426883824,小two爱西瓜,尽全力，让过程精彩一些，不留遗憾～,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:09,01:11,0
1426883824,棒棒棒棒诗i,别怕我们与你同在,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:09,01:07,0
1426883824,逢-凉-野-性nothingtolose,这个评论区有被温柔笼罩鸭，看得我心里暖暖的，偶像的力量啊……,,,2020/04/30 11:08:10,00:54,1
1426883824,synapse-,千玺好温柔啊,,,2020/04/30 11:08:10,00:50,1
1426883824,1-Rhino,明天也是继续向浙工奋进的一天 再坚持一下 晚安,,,2020/04/30 11:08:11,00:35,0
1426883824,宋阿宋宋ii,同一天生日呀 祝你天天开心,陆子初,柯柯今年二十啦,2020/04/30 11:08:11,00:35,0
1426883824,宋阿宋宋ii,20岁啦 许个小愿望希望能天天开心,,,2020/04/30 11:08:11,00:34,0
1426883824,Kweez_,我希望你一辈子都是小女孩。对所有事都好奇，对所有人都热情，一张嘴就是歌，声音永远快乐，玩多久都不会感觉累，喜欢和讨厌不用遮掩，每天都能跟喜欢的人说晚安我们明天见,,,2020/04/30 11:08:12,00:33,1
1426883824,今天要开心哟_1128,宝贝儿，晚安😴！嘻嘻嘻今天是柯柯大宝贝20岁，开心🤗，晚安啦mua👧👦💏,,,2020/04/30 11:08:12,00:08,1
1426883824,陆子初,柯柯今年二十啦,,,2020/04/30 11:08:12,00:08,3
1426883824,今天要开心哟_1128,生日快乐哦柯柯大宝贝🤗🤗🤗🤗,,,2020/04/30 11:08:13,00:00,1
1426883824,潇潇XX_HjNp,"我不知道该怎么说
现在我变成了自己原来讨厌的那个人了，上了自己最不想上的学校，学了自己不想学的专业，不想去那个学校也不想去那个最不想去的城市，不知道该怎么，但是没办法因为自己当时不努力还有父母一直的灌输必须上个学校，换一下都不行，我快要崩溃了，不知道该怎么",,,2020/04/30 11:08:13,昨天23:56,0
1426883824,_甜七,珍惜当下的每一天，努力去笑，努力去爱，努力让自己不去想不如意的事情，紧紧抱他。希望你们能快乐。祝福。,月亮上的垂耳兔7,我这次真的大脑一片空白。男朋友昨天告所我，他之前当兵时出任务被核辐射过，最近被检查出来早期癌，知道消息的那一刻我的世界崩塌了，我反而告诉自己他是骗我的，只是试探我爱不爱他，但是现实就是这样的惨酷。为什么要这样对我…,2020/04/30 11:08:13,昨天23:51,0
1426883824,质木木三,加油,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:14,昨天23:51,0
1426883824,2-011,希望有人喝了酒眼睛亮闪闪给你讲浪漫和爱.,,,2020/04/30 11:08:14,昨天23:44,0
1426883824,vapaus37,"亲爱的，你现在睡了吗？
现在有个悄悄话，
我好想和你分享呀！ 然而我却不知，
你
是否愿意陪我，
是否能与我感同身受，
是否能听懂我的内心， 多想你陪我说说话
其实
我也有孤单的小尾巴
还是
算了吧
来陪我做个梦吧！
那有我的悄悄话！",,,2020/04/30 11:08:16,昨天23:44,0
1426883824,光哗哗的下阿,睡觉了睡觉了,,,2020/04/30 11:08:16,昨天23:28,1
1426883824,绷带小裁缝,这个大男孩真的很值得很值得,,,2020/04/30 11:08:17,昨天23:28,1
1426883824,阿斯顿马丁1907,2020年4月29日晚11：20，☀️千玺晚安,阿斯顿马丁1907,2020年3月15日10：21，☀️千玺，晚安,2020/04/30 11:08:17,昨天23:20,0
1426883824,涵涵酱Orz,加油啊啊啊,一定能过c,2020中考加油，会成为更好的自己的,2020/04/30 11:08:17,昨天23:19,0
1426883824,涵涵酱Orz,易烊千玺是光，,恰恰恰恰恰恰恰恰啊,每次情绪失控的时候 就来听崽崽的歌 每次都能平复 这是我的光 照射进心里,2020/04/30 11:08:18,昨天23:19,0
1426883824,关于85,nothing to last 义无反顾,,,2020/04/30 11:08:18,昨天23:12,0
1426883824,WSV0A,没事少贴标签，娱乐圈就那么回事，说不定哪天就崩了，这几年崩的还少吗,中国好女友y,“温柔真的是一种很吸引人的东西，不是细声细语慢条斯理地讲话，而是不给别人任何一点难堪的机会，十分自然妥帖地对别人好，哪怕以后我们再也不会见面了，被温柔对待过的感觉也会永远记得.”易烊千玺❤,2020/04/30 11:08:18,昨天23:11,0
1426883824,一个烽烽,他真是一个很好很好的人呐 即使我的喜欢对他无关紧要 即使他不知道 别人不知道 我也会好喜欢好喜欢他,祖安小仙女呀,我以后的孩子，如果是个男孩的话就叫慕烊，女孩子的话就叫思易。这大概是我这一生对他说不完的情愫吧。,2020/04/30 11:08:19,昨天23:08,0
1426883824,凤兮凤兮归故里吖,"今天是2020年4月29日
距离高考还有68天
让我们一起加油！",邢辰__,"山高路远，少年，请去拥抱你的星辰与大海。
距高考71天，愿我百炼成钢，跑着去见你！
2020高考加油，我可以！！",2020/04/30 11:08:19,昨天22:57,0
1426883824,恰恰恰恰恰恰恰恰啊,每次情绪失控的时候 就来听崽崽的歌 每次都能平复 这是我的光 照射进心里,,,2020/04/30 11:08:20,昨天22:57,3
1426883824,kittone,你别害怕,,,2020/04/30 11:08:20,昨天22:55,1
1426883824,徐晓枝,“我养你啊”,,,2020/04/30 11:08:20,昨天22:54,0
1426883824,凤兮凤兮归故里吖,"不要说自己不行
你是最棒的自己
累了就休息一下
调整到最好的状态
一起奋斗
还有68天
要让我们遇见更好的你
高考要加油啊",羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:21,昨天22:54,1
1426883824,4min28s-,今天的你也要开心,久遇__BIRa,今天的你也要开心！,2020/04/30 11:08:21,昨天22:51,0
1426883824,4min28s-,你可以,邢辰__,"山高路远，少年，请去拥抱你的星辰与大海。
距高考71天，愿我百炼成钢，跑着去见你！
2020高考加油，我可以！！",2020/04/30 11:08:21,昨天22:51,0
1426883824,4min28s-,加油加油,祭颜是橘子味的,今天好好吃了晚餐，喝了杯热牛奶，作业摊在桌子上，我忙里偷闲听了首歌，希望三个月以后再看见这条评论我已经考上我喜欢的学校，加油,2020/04/30 11:08:22,昨天22:48,0
1426883824,4min28s-,十八的第二天啦，祝你生活顺利 常常幸福。高考加油啊,小名xxxx_,还有半小时生日 祝自己18岁生日快乐 高考加油,2020/04/30 11:08:22,昨天22:47,0
1426883824,明天愉快yu,易烊千玺❤️❤️,,,2020/04/30 11:08:23,昨天22:46,0
1426883824,Specimens,加油！,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:23,昨天22:45,0
1426883824,4min28s-,别急 你可以的,白芜x,最近压力真的很大，三天哭了两次，千玺的声音真的很治愈又是不在状态的一天，但听到千玺的声音一天的不顺利都被冲走了，高考倒计时70天，我想赢。,2020/04/30 11:08:25,昨天22:44,0
1426883824,VCoisTnTx_,谢谢,为你放烟花,互相鼓励，一起进步，未来可期哦，加油,2020/04/30 11:08:25,昨天22:43,0
1426883824,4min28s-,一直努力下去 最坏的结果也不过是大器晚成,晨曦wildestdream,如果努力一次又一次，失败一次又一次，我是不是可以说放弃了my dream,2020/04/30 11:08:26,昨天22:42,0
1426883824,4min28s-,加油啊,星星泡饭Kola,评论都好温柔啊~听着喜欢的人唱着喜欢的歌翻着温暖的评论很幸福很满足 。要考个好大学然后带着满心欢喜来看你的演唱会~2020周年演唱会等我！,2020/04/30 11:08:26,昨天22:42,0
1426883824,珞七珞,不喜欢这个环境，就好好努力去学习，等有资本了，然后远离,月亮上的垂耳兔7,我真的受够了这个家，我是一个成年人我有自己的思想，我有自己的做事的方法，一个碗都要在旁边指手画脚，说这里要擦哪里要擦，我一个成年人洗碗难道不知道该擦哪里，只要我反驳一句就是我的不对，就会说养我不是我来和她吵架的，毕业以后我真的要远远的离开，家是很温暖但是不易久待。毕竟我是女孩👧,2020/04/30 11:08:26,昨天22:41,0
1426883824,珞七珞,加油(ง •̀_•́)ง,魂牵梦萦凤飞飞,"12点睡，5点起。
做完早餐，清理房间
6点开始背古诗文，背单词
每天争分夺秒，去复习，去刷题，去听网课，把速度调到2.0倍。
不愿浪费一分一秒。
认识了易烊千玺，认识到了一男性身上应具有的劲如刚，感性似水，温柔似棉。
高中颓废两年了，高考还有80天，博起。加油2020考生。",2020/04/30 11:08:27,昨天22:38,0
1426883824,今天要开心呦喂,好温柔,,,2020/04/30 11:08:27,昨天22:35,0
1426883824,程京南,能喜欢你真的是太好了,,,2020/04/30 11:08:27,昨天22:26,0
1426883824,美师娘,易烊千玺真的长成一个大男孩了,,,2020/04/30 11:08:28,昨天22:12,1
1426883824,李要健康,那您倒是别听啊,Justinsnow,你要高考听这种歌？那你凉了,2020/04/30 11:08:28,昨天22:07,0
1426883824,郡羲,一起都会好起来的，希望一切的东西都会被温柔以待,月亮上的垂耳兔7,我这次真的大脑一片空白。男朋友昨天告所我，他之前当兵时出任务被核辐射过，最近被检查出来早期癌，知道消息的那一刻我的世界崩塌了，我反而告诉自己他是骗我的，只是试探我爱不爱他，但是现实就是这样的惨酷。为什么要这样对我…,2020/04/30 11:08:28,昨天21:55,0
1426883824,第十易份酸奶,好,_-xx_xx-_,“努力来见我。”——易烊千玺,2020/04/30 11:08:29,昨天21:54,0
1426883824,Mildly__,谁会是你的易夫人,,,2020/04/30 11:08:29,昨天21:50,2
1426883824,一定能过c,2020中考加油，会成为更好的自己的,,,2020/04/30 11:08:30,昨天21:46,2
1426883824,-prettygirl-,谢谢有朋友请听好这个电台陪我度过高三的一段时光❤️也要表白一下温柔的大男孩易烊千玺~,,,2020/04/30 11:08:30,昨天21:31,0
1426883824,Winkhhq,加油啊，来得及。,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:30,昨天21:28,0
1426883824,gayoon_he,想起当年的高三啦 偷偷在晚自习听电台 诊断考试很差 一个人自闭但是电台一直在陪伴 就像是个老朋友 怎么都不会吵架 慢慢的抚平了我的心 高三很苦很难但我也很开心,,,2020/04/30 11:08:31,昨天21:25,0
1426883824,阳间席晨,你只管善良，上天自有衡量,,,2020/04/30 11:08:31,昨天21:19,1
1426883824,没有一七五只有一六四,如果是有后路可以退的，我建议你再努力一次,晨曦wildestdream,如果努力一次又一次，失败一次又一次，我是不是可以说放弃了my dream,2020/04/30 11:08:31,昨天21:17,0
1426883824,星星泡饭Kola,抱抱。你要相信一切都会好起来的 加油,月亮上的垂耳兔7,我这次真的大脑一片空白。男朋友昨天告所我，他之前当兵时出任务被核辐射过，最近被检查出来早期癌，知道消息的那一刻我的世界崩塌了，我反而告诉自己他是骗我的，只是试探我爱不爱他，但是现实就是这样的惨酷。为什么要这样对我…,2020/04/30 11:08:32,昨天21:15,0
1426883824,梧仙儿,听了这首歌，脑子里有一句话，组织了一下语言——“有一种岁月静好叫做夜幕降临，小先生温柔的苏音依旧停留在在耳畔，伴我入眠”,,,2020/04/30 11:08:34,昨天21:15,1
1426883824,星星泡饭Kola,评论都好温柔啊~听着喜欢的人唱着喜欢的歌翻着温暖的评论很幸福很满足 。要考个好大学然后带着满心欢喜来看你的演唱会~2020周年演唱会等我！,,,2020/04/30 11:08:34,昨天21:12,2
1426883824,月亮上的垂耳兔7,我这次真的大脑一片空白。男朋友昨天告所我，他之前当兵时出任务被核辐射过，最近被检查出来早期癌，知道消息的那一刻我的世界崩塌了，我反而告诉自己他是骗我的，只是试探我爱不爱他，但是现实就是这样的惨酷。为什么要这样对我…,,,2020/04/30 11:08:34,昨天21:10,2
1426883824,星星泡饭Kola,晚安小千 你明天后天以后的每一天都要开开心心噢！,,,2020/04/30 11:08:35,昨天21:09,2
1426883824,守望幸福_3xyV,晚安！提前祝歌友们五一节快乐！,,,2020/04/30 11:08:35,昨天21:02,0
1426883824,热情只剩丑,这是我听这首歌的第14139次,,,2020/04/30 11:08:35,昨天20:55,5
1426883824,晨曦wildestdream,如果努力一次又一次，失败一次又一次，我是不是可以说放弃了my dream,,,2020/04/30 11:08:36,昨天20:50,0
1426883824,满天星91,不要怕，我们要去面对它,babini,嗯嗯 墨菲定律 越怕什么越来什么 所以 不要怕,2020/04/30 11:08:36,昨天20:46,0
1426883824,壹玖柒六柒廿十六,得，又来一个。好啦好啦，是我的不好，我不该这样说。千玺最好啦！,烊烊家的小昕宝贝,这里是千玺唱的版本，他们唱的好不好听我不知道，但我知道你话说的一点也不好听，而且超级不礼貌,2020/04/30 11:08:37,昨天20:43,0
1426883824,易玺欢99,每次心静不下去就来听一听，仿佛你在我身边，开心也来听不开心更要来听，我的少年😍,,,2020/04/30 11:08:37,昨天20:40,1
1426883824,温柔相待_Zqfv,他们不喜欢你是因为他们不了解你,,,2020/04/30 11:08:37,昨天20:40,1
1426883824,温柔相待_Zqfv,千玺的声音好酥，好温柔，沟起了我的心，真好。,,,2020/04/30 11:08:38,昨天20:38,1
1426883824,怡宝是宝藏女孩呐,千玺好爱,,,2020/04/30 11:08:38,昨天20:33,0
1426883824,荼萝1904,一个男孩子到底要经历了多少才能变得这么温柔,,,2020/04/30 11:08:38,昨天20:29,2
1426883824,夜寂微凉y,世界上最好的易烊千玺！！！,祖安小仙女呀,我以后的孩子，如果是个男孩的话就叫慕烊，女孩子的话就叫思易。这大概是我这一生对他说不完的情愫吧。,2020/04/30 11:08:39,昨天20:27,1
1426883824,愿惜919,这歌莫名听着想睡觉 太温柔了,,,2020/04/30 11:08:39,昨天20:23,0
1426883824,易癖,谢谢易烊千玺陪我度过人生最昏暗的日子 接下来的日子我要自己走啦,,,2020/04/30 11:08:39,昨天20:20,2
1426883824,伯贤晗,突然听到这首歌 一下子让我想到的是请回答1988里面 那条巷子的场景 让人很惬意很轻松,,,2020/04/30 11:08:40,昨天20:17,1
1426883824,小大小123,“温柔是宝藏，你也是”,,,2020/04/30 11:08:40,昨天20:12,1
1426883824,0pulse,用易烊千玺来形容温柔,,,2020/04/30 11:08:40,昨天20:10,0
1426883824,月亮也想有神明,易烊千玺粉丝把他吹得天花乱坠的 但说真的他这人真的不行 他晚上睡觉和我抢被子！都把我冻感冒了,,,2020/04/30 11:08:42,昨天20:10,1
1426883824,青砖黛瓦落叶间,玺子哥的声音真的好温柔呜呜呜,,,2020/04/30 11:08:42,昨天20:05,0
1426883824,小然在努力xr,千玺就是胖着玩的，说瘦就瘦，我们就不一样了从来没有看见过下降的数字,bigsicko,千玺胖了！！！肥鹤们暂时可以心安理得的吃了,2020/04/30 11:08:43,昨天19:57,0
1426883824,染七06614,千玺就是温柔不身，爱辽❤️,,,2020/04/30 11:08:43,昨天19:55,0
1426883824,是疲倦的倦,易烊千玺是温柔本身,,,2020/04/30 11:08:44,昨天19:53,0
1426883824,吃了这口凉橙子,想念是比见面更深沉的爱意吧,,,2020/04/30 11:08:44,昨天19:50,0
1426883824,cossssy,千玺要好好照顾自己 然后要开心哦！,,,2020/04/30 11:08:44,昨天19:26,0
1426883824,七ouuuuuu_,对一个素未谋面的人想念至极。,,,2020/04/30 11:08:45,昨天19:01,4
1426883824,小邢软糖_,不知不觉中，就这样慢慢长大了,,,2020/04/30 11:08:45,昨天18:21,0
1426883824,--八千里--,哈哈哈，只能说父母太明智了,缘因你Y,我叫li慕烊,2020/04/30 11:08:45,昨天18:13,0
1426883824,祖安小仙女呀,明眼人都知道这只是一个想法而已，不喜勿喷🙂,祖安小仙女呀,我以后的孩子，如果是个男孩的话就叫慕烊，女孩子的话就叫思易。这大概是我这一生对他说不完的情愫吧。,2020/04/30 11:08:46,昨天17:57,2
1426883824,但某某-,爱生活 爱千玺,,,2020/04/30 11:08:46,昨天17:56,0
1426883824,xxxx琛,小鹤摸摸头，这位哥哥已经评论里说过了没有踩一捧一的意思，我们也要更大度了一点，千玺 胡夏 毛不易唱的都很好听的。,烊烊家的小昕宝贝,这里是千玺唱的版本，他们唱的好不好听我不知道，但我知道你话说的一点也不好听，而且超级不礼貌,2020/04/30 11:08:47,昨天17:50,1
1426883824,米肠烧酒,看够了彩虹屁🌈还是这里最明白这首歌想要带给大家的意义,瑛凩是寒帮主的小门徒,"朋友，请听好，这是我想告诉你的一句话。
即使遇到任何挫折，别放弃，我知道你很难过，可我坚信办法总比困难多。累了的时候看看窗外的风景，无论美丽与否，可那是阳光曾经照耀的地方，于你而言所见即过去，可美好不就是过去吗，难受时，我们不会陪在你身边，但我们会陪你熬过那一段困难的时光。",2020/04/30 11:08:47,昨天17:48,0
1426883824,何励萱,又听到了，感动,,,2020/04/30 11:08:47,昨天17:31,0
1426883824,为你放烟花,互相鼓励，一起进步，未来可期哦，加油,VCoisTnTx_,十三岁遇见她并对她产生好感，十四岁喜欢上她，现在十五岁，今天是喜欢她的第592天了，分分合合很多次，但是依然没有分开。虽然现在面临着中考，身上的压力很大。但是我们都在努力，希望能和她在同一所高中，也希望以后的人生都有她的陪伴，遇见她，我才有了这段最好的时光，谢谢你xsj,2020/04/30 11:08:48,昨天17:23,0
1426883824,为你放烟花,加油加油,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:48,昨天17:22,0
1426883824,xxxx琛,做自己能做的事，其他就管他娘。﹋o﹋,羊尾巴嘻,"我好像不行了
剩下80天
好像真的没希望了
很难过很难过很难过
我整整五年的梦想
我不想停止努力
可是好像真的不行了",2020/04/30 11:08:49,昨天17:16,0
1426883824,-方辰-,今天也要是开心的一天呐,-方辰-,今天也要是开心的一天呐,2020/04/30 11:08:49,昨天17:07,0
1426883824,koero,呜呜呜怎么这么好听,,,2020/04/30 11:08:49,昨天17:06,0
